ItemName,RateN,Date,Month,Day,Year,AQty,Area,VoucherType,Total
Coconut Oil 1 Ltr,946.4,8/30/2021,8,30,2021,82,Greater Colombo,Credit Sales-Con,77604.8
Coconut Oil 1 Ltr,945.9,8/31/2021,8,31,2021,90,Greater Colombo,Credit Sales-Con,85131
Coconut Oil 1 Ltr,945.4,9/1/2021,9,1,2021,105,Greater Colombo,Credit Sales-Con,99267
Coconut Oil 1 Ltr,944.9,9/2/2021,9,2,2021,92,Greater Colombo,Credit Sales-Con,86930.8
Coconut Oil 1 Ltr,944.4,9/3/2021,9,3,2021,111,Greater Colombo,Credit Sales-Con,104828.4
Coconut Oil 1 Ltr,943.9,9/4/2021,9,4,2021,135,Greater Colombo,Credit Sales-Con,127426.5
Coconut Oil 1 Ltr,943.4,9/5/2021,9,5,2021,95,Greater Colombo,Credit Sales-Con,89623
Coconut Oil 1 Ltr,942.9,9/6/2021,9,6,2021,78,Greater Colombo,Credit Sales-Con,73546.2
Coconut Oil 1 Ltr,942.4,9/7/2021,9,7,2021,119,Greater Colombo,Credit Sales-Con,112145.6
Coconut Oil 1 Ltr,941.9,9/8/2021,9,8,2021,95,Greater Colombo,Credit Sales-Con,89480.5
Coconut Oil 1 Ltr,941.4,9/9/2021,9,9,2021,54,Greater Colombo,Credit Sales-Con,50835.6
Coconut Oil 1 Ltr,940.9,9/10/2021,9,10,2021,114,Greater Colombo,Credit Sales-Con,107262.6
Coconut Oil 1 Ltr,940.4,9/11/2021,9,11,2021,87,Greater Colombo,Credit Sales-Con,81814.8
Coconut Oil 1 Ltr,939.9,9/12/2021,9,12,2021,95,Greater Colombo,Credit Sales-Con,89290.5
Coconut Oil 1 Ltr,939.4,9/13/2021,9,13,2021,104,Greater Colombo,Credit Sales-Con,97697.6
Coconut Oil 1 Ltr,938.9,9/14/2021,9,14,2021,101,Greater Colombo,Credit Sales-Con,94828.9
Coconut Oil 1 Ltr,938.4,9/15/2021,9,15,2021,111,Greater Colombo,Credit Sales-Con,104162.4
Coconut Oil 1 Ltr,937.9,9/16/2021,9,16,2021,89,Greater Colombo,Credit Sales-Con,83473.1
Coconut Oil 1 Ltr,937.4,9/17/2021,9,17,2021,108,Greater Colombo,Credit Sales-Con,101239.2
Coconut Oil 1 Ltr,936.9,9/18/2021,9,18,2021,92,Greater Colombo,Credit Sales-Con,86194.8
Coconut Oil 1 Ltr,936.4,9/19/2021,9,19,2021,112,Greater Colombo,Credit Sales-Con,104876.8
Coconut Oil 1 Ltr,935.9,9/20/2021,9,20,2021,110,Greater Colombo,Credit Sales-Con,102949
Coconut Oil 1 Ltr,935.4,9/21/2021,9,21,2021,79,Greater Colombo,Credit Sales-Con,73896.6
Coconut Oil 1 Ltr,934.9,9/22/2021,9,22,2021,119,Greater Colombo,Credit Sales-Con,111253.1
Coconut Oil 1 Ltr,934.4,9/23/2021,9,23,2021,87,Greater Colombo,Credit Sales-Con,81292.8
Coconut Oil 1 Ltr,933.9,9/24/2021,9,24,2021,113,Greater Colombo,Credit Sales-Con,105530.7
Coconut Oil 1 Ltr,933.4,9/25/2021,9,25,2021,105,Greater Colombo,Credit Sales-Con,98007
Coconut Oil 1 Ltr,932.9,9/26/2021,9,26,2021,134,Greater Colombo,Credit Sales-Con,125008.6
Coconut Oil 1 Ltr,932.4,9/27/2021,9,27,2021,93,Greater Colombo,Credit Sales-Con,86713.2
Coconut Oil 1 Ltr,931.9,9/28/2021,9,28,2021,90,Greater Colombo,Credit Sales-Con,83871
Coconut Oil 1 Ltr,931.4,9/29/2021,9,29,2021,97,Greater Colombo,Credit Sales-Con,90345.8
Coconut Oil 1 Ltr,930.9,9/30/2021,9,30,2021,91,Greater Colombo,Credit Sales-Con,84711.9
Coconut Oil 1 Ltr,930.4,10/1/2021,10,1,2021,119,Greater Colombo,Credit Sales-Con,110717.6
Coconut Oil 1 Ltr,929.9,10/2/2021,10,2,2021,71,Greater Colombo,Credit Sales-Con,66022.9
Coconut Oil 1 Ltr,929.4,10/3/2021,10,3,2021,82,Greater Colombo,Credit Sales-Con,76210.8
Coconut Oil 1 Ltr,928.9,10/4/2021,10,4,2021,82,Greater Colombo,Credit Sales-Con,76169.8
Coconut Oil 1 Ltr,928.4,10/5/2021,10,5,2021,122,Greater Colombo,Credit Sales-Con,113264.8
Coconut Oil 1 Ltr,927.9,10/6/2021,10,6,2021,137,Greater Colombo,Credit Sales-Con,127122.3
Coconut Oil 1 Ltr,927.4,10/7/2021,10,7,2021,101,Greater Colombo,Credit Sales-Con,93667.4
Coconut Oil 1 Ltr,926.9,10/8/2021,10,8,2021,100,Greater Colombo,Credit Sales-Con,92690
Coconut Oil 1 Ltr,926.4,10/9/2021,10,9,2021,105,Greater Colombo,Credit Sales-Con,97272
Coconut Oil 1 Ltr,925.9,10/10/2021,10,10,2021,126,Greater Colombo,Credit Sales-Con,116663.4
Coconut Oil 1 Ltr,925.4,10/11/2021,10,11,2021,85,Greater Colombo,Credit Sales-Con,78659
Coconut Oil 1 Ltr,924.9,10/12/2021,10,12,2021,108,Greater Colombo,Credit Sales-Con,99889.2
Coconut Oil 1 Ltr,924.4,10/13/2021,10,13,2021,123,Greater Colombo,Credit Sales-Con,113701.2
Coconut Oil 1 Ltr,923.9,10/14/2021,10,14,2021,113,Greater Colombo,Credit Sales-Con,104400.7
Coconut Oil 1 Ltr,923.4,10/15/2021,10,15,2021,107,Greater Colombo,Credit Sales-Con,98803.8
Coconut Oil 1 Ltr,922.9,10/16/2021,10,16,2021,123,Greater Colombo,Credit Sales-Con,113516.7
Coconut Oil 1 Ltr,922.4,10/17/2021,10,17,2021,49,Greater Colombo,Credit Sales-Con,45197.6
Coconut Oil 1 Ltr,921.9,10/18/2021,10,18,2021,117,Greater Colombo,Credit Sales-Con,107862.3
Coconut Oil 1 Ltr,921.4,10/19/2021,10,19,2021,90,Greater Colombo,Credit Sales-Con,82926
Coconut Oil 1 Ltr,920.9,10/20/2021,10,20,2021,67,Greater Colombo,Credit Sales-Con,61700.3
Coconut Oil 1 Ltr,920.4,10/21/2021,10,21,2021,113,Greater Colombo,Credit Sales-Con,104005.2
Coconut Oil 1 Ltr,919.9,10/22/2021,10,22,2021,131,Greater Colombo,Credit Sales-Con,120506.9
Coconut Oil 1 Ltr,919.4,10/23/2021,10,23,2021,100,Greater Colombo,Credit Sales-Con,91940
Coconut Oil 1 Ltr,918.9,10/24/2021,10,24,2021,122,Greater Colombo,Credit Sales-Con,112105.8
Coconut Oil 1 Ltr,918.4,10/25/2021,10,25,2021,135,Greater Colombo,Credit Sales-Con,123984
Coconut Oil 1 Ltr,917.9,10/26/2021,10,26,2021,130,Greater Colombo,Credit Sales-Con,119327
Coconut Oil 1 Ltr,917.4,10/27/2021,10,27,2021,136,Greater Colombo,Credit Sales-Con,124766.4
Coconut Oil 1 Ltr,916.9,10/28/2021,10,28,2021,118,Greater Colombo,Credit Sales-Con,108194.2
Coconut Oil 1 Ltr,916.4,10/29/2021,10,29,2021,105,Greater Colombo,Credit Sales-Con,96222
Coconut Oil 1 Ltr,915.9,10/30/2021,10,30,2021,71,Greater Colombo,Credit Sales-Con,65028.9
Coconut Oil 1 Ltr,915.4,10/31/2021,10,31,2021,98,Greater Colombo,Credit Sales-Con,89709.2
Coconut Oil 1 Ltr,914.9,11/1/2021,11,1,2021,86,Greater Colombo,Credit Sales-Con,78681.4
Coconut Oil 1 Ltr,914.4,11/2/2021,11,2,2021,147,Greater Colombo,Credit Sales-Con,134416.8
Coconut Oil 1 Ltr,913.9,11/3/2021,11,3,2021,100,Greater Colombo,Credit Sales-Con,91390
Coconut Oil 1 Ltr,913.4,11/4/2021,11,4,2021,106,Greater Colombo,Credit Sales-Con,96820.4
Coconut Oil 1 Ltr,912.9,11/5/2021,11,5,2021,114,Greater Colombo,Credit Sales-Con,104070.6
Coconut Oil 1 Ltr,912.4,11/6/2021,11,6,2021,104,Greater Colombo,Credit Sales-Con,94889.6
Coconut Oil 1 Ltr,911.9,11/7/2021,11,7,2021,137,Greater Colombo,Credit Sales-Con,124930.3
Coconut Oil 1 Ltr,911.4,11/8/2021,11,8,2021,91,Greater Colombo,Credit Sales-Con,82937.4
Coconut Oil 1 Ltr,910.9,11/9/2021,11,9,2021,107,Greater Colombo,Credit Sales-Con,97466.3
Coconut Oil 1 Ltr,910.4,11/10/2021,11,10,2021,88,Greater Colombo,Credit Sales-Con,80115.2
Coconut Oil 1 Ltr,909.9,11/11/2021,11,11,2021,77,Greater Colombo,Credit Sales-Con,70062.3
Coconut Oil 1 Ltr,909.4,11/12/2021,11,12,2021,91,Greater Colombo,Credit Sales-Con,82755.4
Coconut Oil 1 Ltr,908.9,11/13/2021,11,13,2021,103,Greater Colombo,Credit Sales-Con,93616.7
Coconut Oil 1 Ltr,908.4,11/14/2021,11,14,2021,95,Greater Colombo,Credit Sales-Con,86298
Coconut Oil 1 Ltr,907.9,11/15/2021,11,15,2021,89,Greater Colombo,Credit Sales-Con,80803.1
Coconut Oil 1 Ltr,907.4,11/16/2021,11,16,2021,75,Greater Colombo,Credit Sales-Con,68055
Coconut Oil 1 Ltr,906.9,11/17/2021,11,17,2021,102,Greater Colombo,Credit Sales-Con,92503.8
Coconut Oil 1 Ltr,906.4,11/18/2021,11,18,2021,73,Greater Colombo,Credit Sales-Con,66167.2
Coconut Oil 1 Ltr,905.9,11/19/2021,11,19,2021,118,Greater Colombo,Credit Sales-Con,106896.2
Coconut Oil 1 Ltr,905.4,11/20/2021,11,20,2021,105,Greater Colombo,Credit Sales-Con,95067
Coconut Oil 1 Ltr,904.9,11/21/2021,11,21,2021,74,Greater Colombo,Credit Sales-Con,66962.6
Coconut Oil 1 Ltr,904.4,11/22/2021,11,22,2021,97,Greater Colombo,Credit Sales-Con,87726.8
Coconut Oil 1 Ltr,903.9,11/23/2021,11,23,2021,88,Greater Colombo,Credit Sales-Con,79543.2
Coconut Oil 1 Ltr,903.4,11/24/2021,11,24,2021,110,Greater Colombo,Credit Sales-Con,99374
Coconut Oil 1 Ltr,902.9,11/25/2021,11,25,2021,130,Greater Colombo,Credit Sales-Con,117377
Coconut Oil 1 Ltr,902.4,11/26/2021,11,26,2021,66,Greater Colombo,Credit Sales-Con,59558.4
Coconut Oil 1 Ltr,901.9,11/27/2021,11,27,2021,106,Greater Colombo,Credit Sales-Con,95601.4
Coconut Oil 1 Ltr,901.4,11/28/2021,11,28,2021,100,Greater Colombo,Credit Sales-Con,90140
Coconut Oil 1 Ltr,900.9,11/29/2021,11,29,2021,117,Greater Colombo,Credit Sales-Con,105405.3
Coconut Oil 1 Ltr,900.4,11/30/2021,11,30,2021,108,Greater Colombo,Credit Sales-Con,97243.2
Coconut Oil 1 Ltr,899.9,12/1/2021,12,1,2021,123,Greater Colombo,Credit Sales-Con,110687.7
Coconut Oil 1 Ltr,899.4,12/2/2021,12,2,2021,136,Greater Colombo,Credit Sales-Con,122318.4
Coconut Oil 1 Ltr,898.9,12/3/2021,12,3,2021,122,Greater Colombo,Credit Sales-Con,109665.8
Coconut Oil 1 Ltr,898.4,12/4/2021,12,4,2021,178,Greater Colombo,Credit Sales-Con,159915.2
Coconut Oil 1 Ltr,897.9,12/5/2021,12,5,2021,147,Greater Colombo,Credit Sales-Con,131991.3
Coconut Oil 1 Ltr,897.4,12/6/2021,12,6,2021,200,Greater Colombo,Credit Sales-Con,179480
Coconut Oil 1 Ltr,896.9,12/7/2021,12,7,2021,144,Greater Colombo,Credit Sales-Con,129153.6
Coconut Oil 1 Ltr,896.4,12/8/2021,12,8,2021,125,Greater Colombo,Credit Sales-Con,112050
Coconut Oil 1 Ltr,895.9,12/9/2021,12,9,2021,101,Greater Colombo,Credit Sales-Con,90485.9
Coconut Oil 1 Ltr,895.4,12/10/2021,12,10,2021,92,Greater Colombo,Credit Sales-Con,82376.8
Coconut Oil 1 Ltr,894.9,12/11/2021,12,11,2021,98,Greater Colombo,Credit Sales-Con,87700.2
Coconut Oil 1 Ltr,894.4,12/12/2021,12,12,2021,154,Greater Colombo,Credit Sales-Con,137737.6
Coconut Oil 1 Ltr,893.9,12/13/2021,12,13,2021,161,Greater Colombo,Credit Sales-Con,143917.9
Coconut Oil 1 Ltr,893.4,12/14/2021,12,14,2021,99,Greater Colombo,Credit Sales-Con,88446.6
Coconut Oil 1 Ltr,892.9,12/15/2021,12,15,2021,173,Greater Colombo,Credit Sales-Con,154471.7
Coconut Oil 1 Ltr,892.4,12/16/2021,12,16,2021,132,Greater Colombo,Credit Sales-Con,117796.8
Coconut Oil 1 Ltr,891.9,12/17/2021,12,17,2021,150,Greater Colombo,Credit Sales-Con,133785
Coconut Oil 1 Ltr,891.4,12/18/2021,12,18,2021,194,Greater Colombo,Credit Sales-Con,172931.6
Coconut Oil 1 Ltr,890.9,12/19/2021,12,19,2021,173,Greater Colombo,Credit Sales-Con,154125.7
Coconut Oil 1 Ltr,890.4,12/20/2021,12,20,2021,138,Greater Colombo,Credit Sales-Con,122875.2
Coconut Oil 1 Ltr,889.9,12/21/2021,12,21,2021,119,Greater Colombo,Credit Sales-Con,105898.1
Coconut Oil 1 Ltr,889.4,12/22/2021,12,22,2021,81,Greater Colombo,Credit Sales-Con,72041.4
Coconut Oil 1 Ltr,888.9,12/23/2021,12,23,2021,124,Greater Colombo,Credit Sales-Con,110223.6
Coconut Oil 1 Ltr,888.4,12/24/2021,12,24,2021,140,Greater Colombo,Credit Sales-Con,124376
Coconut Oil 1 Ltr,887.9,12/25/2021,12,25,2021,116,Greater Colombo,Credit Sales-Con,102996.4
Coconut Oil 1 Ltr,887.4,12/26/2021,12,26,2021,142,Greater Colombo,Credit Sales-Con,126010.8
Coconut Oil 1 Ltr,886.9,12/27/2021,12,27,2021,148,Greater Colombo,Credit Sales-Con,131261.2
Coconut Oil 1 Ltr,886.4,12/28/2021,12,28,2021,139,Greater Colombo,Credit Sales-Con,123209.6
Coconut Oil 1 Ltr,885.9,12/29/2021,12,29,2021,127,Greater Colombo,Credit Sales-Con,112509.3
Coconut Oil 1 Ltr,885.4,12/30/2021,12,30,2021,151,Greater Colombo,Credit Sales-Con,133695.4
Coconut Oil 1 Ltr,884.9,12/31/2021,12,31,2021,159,Greater Colombo,Credit Sales-Con,140699.1
Coconut Oil 1 Ltr,884.4,1/1/2022,1,1,2022,57,Greater Colombo,Credit Sales-Con,50410.8
Coconut Oil 1 Ltr,883.9,1/2/2022,1,2,2022,97,Greater Colombo,Credit Sales-Con,85738.3
Coconut Oil 1 Ltr,883.4,1/3/2022,1,3,2022,73,Greater Colombo,Credit Sales-Con,64488.2
Coconut Oil 1 Ltr,882.9,1/4/2022,1,4,2022,75,Greater Colombo,Credit Sales-Con,66217.5
Coconut Oil 1 Ltr,882.4,1/5/2022,1,5,2022,86,Greater Colombo,Credit Sales-Con,75886.4
Coconut Oil 1 Ltr,881.9,1/6/2022,1,6,2022,78,Greater Colombo,Credit Sales-Con,68788.2
Coconut Oil 1 Ltr,881.4,1/7/2022,1,7,2022,90,Greater Colombo,Credit Sales-Con,79326
Coconut Oil 1 Ltr,880.9,1/8/2022,1,8,2022,79,Greater Colombo,Credit Sales-Con,69591.1
Coconut Oil 1 Ltr,880.4,1/9/2022,1,9,2022,65,Greater Colombo,Credit Sales-Con,57226
Coconut Oil 1 Ltr,879.9,1/10/2022,1,10,2022,80,Greater Colombo,Credit Sales-Con,70392
Coconut Oil 1 Ltr,879.4,1/11/2022,1,11,2022,56,Greater Colombo,Credit Sales-Con,49246.4
Coconut Oil 1 Ltr,878.9,1/12/2022,1,12,2022,76,Greater Colombo,Credit Sales-Con,66796.4
Coconut Oil 1 Ltr,878.4,1/13/2022,1,13,2022,74,Greater Colombo,Credit Sales-Con,65001.6
Coconut Oil 1 Ltr,877.9,1/14/2022,1,14,2022,71,Greater Colombo,Credit Sales-Con,62330.9
Coconut Oil 1 Ltr,877.4,1/15/2022,1,15,2022,72,Greater Colombo,Credit Sales-Con,63172.8
Coconut Oil 1 Ltr,876.9,1/16/2022,1,16,2022,44,Greater Colombo,Credit Sales-Con,38583.6
Coconut Oil 1 Ltr,876.4,1/17/2022,1,17,2022,66,Greater Colombo,Credit Sales-Con,57842.4
Coconut Oil 1 Ltr,875.9,1/18/2022,1,18,2022,76,Greater Colombo,Credit Sales-Con,66568.4
Coconut Oil 1 Ltr,875.4,1/19/2022,1,19,2022,77,Greater Colombo,Credit Sales-Con,67405.8
Coconut Oil 1 Ltr,874.9,1/20/2022,1,20,2022,58,Greater Colombo,Credit Sales-Con,50744.2
Coconut Oil 1 Ltr,874.4,1/21/2022,1,21,2022,95,Greater Colombo,Credit Sales-Con,83068
Coconut Oil 1 Ltr,873.9,1/22/2022,1,22,2022,60,Greater Colombo,Credit Sales-Con,52434
Coconut Oil 1 Ltr,873.4,1/23/2022,1,23,2022,90,Greater Colombo,Credit Sales-Con,78606
Coconut Oil 1 Ltr,872.9,1/24/2022,1,24,2022,81,Greater Colombo,Credit Sales-Con,70704.9
Coconut Oil 1 Ltr,872.4,1/25/2022,1,25,2022,64,Greater Colombo,Credit Sales-Con,55833.6
Coconut Oil 1 Ltr,871.9,1/26/2022,1,26,2022,103,Greater Colombo,Credit Sales-Con,89805.7
Coconut Oil 1 Ltr,871.4,1/27/2022,1,27,2022,55,Greater Colombo,Credit Sales-Con,47927
Coconut Oil 1 Ltr,870.9,1/28/2022,1,28,2022,89,Greater Colombo,Credit Sales-Con,77510.1
Coconut Oil 1 Ltr,870.4,1/29/2022,1,29,2022,90,Greater Colombo,Credit Sales-Con,78336
Coconut Oil 1 Ltr,869.9,1/30/2022,1,30,2022,64,Greater Colombo,Credit Sales-Con,55673.6
Coconut Oil 1 Ltr,869.4,1/31/2022,1,31,2022,97,Greater Colombo,Credit Sales-Con,84331.8
Coconut Oil 1 Ltr,868.9,2/1/2022,2,1,2022,91,Greater Colombo,Credit Sales-Con,79069.9
Coconut Oil 1 Ltr,868.4,2/2/2022,2,2,2022,102,Greater Colombo,Credit Sales-Con,88576.8
Coconut Oil 1 Ltr,867.9,2/3/2022,2,3,2022,101,Greater Colombo,Credit Sales-Con,87657.9
Coconut Oil 1 Ltr,867.4,2/4/2022,2,4,2022,93,Greater Colombo,Credit Sales-Con,80668.2
Coconut Oil 1 Ltr,866.9,2/5/2022,2,5,2022,112,Greater Colombo,Credit Sales-Con,97092.8
Coconut Oil 1 Ltr,866.4,2/6/2022,2,6,2022,112,Greater Colombo,Credit Sales-Con,97036.8
Coconut Oil 1 Ltr,865.9,2/7/2022,2,7,2022,61,Greater Colombo,Credit Sales-Con,52819.9
Coconut Oil 1 Ltr,865.4,2/8/2022,2,8,2022,122,Greater Colombo,Credit Sales-Con,105578.8
Coconut Oil 1 Ltr,864.9,2/9/2022,2,9,2022,63,Greater Colombo,Credit Sales-Con,54488.7
Coconut Oil 1 Ltr,864.4,2/10/2022,2,10,2022,117,Greater Colombo,Credit Sales-Con,101134.8
Coconut Oil 1 Ltr,863.9,2/11/2022,2,11,2022,118,Greater Colombo,Credit Sales-Con,101940.2
Coconut Oil 1 Ltr,863.4,2/12/2022,2,12,2022,74,Greater Colombo,Credit Sales-Con,63891.6
Coconut Oil 1 Ltr,862.9,2/13/2022,2,13,2022,88,Greater Colombo,Credit Sales-Con,75935.2
Coconut Oil 1 Ltr,862.4,2/14/2022,2,14,2022,74,Greater Colombo,Credit Sales-Con,63817.6
Coconut Oil 1 Ltr,861.9,2/15/2022,2,15,2022,92,Greater Colombo,Credit Sales-Con,79294.8
Coconut Oil 1 Ltr,861.4,2/16/2022,2,16,2022,90,Greater Colombo,Credit Sales-Con,77526
Coconut Oil 1 Ltr,860.9,2/17/2022,2,17,2022,112,Greater Colombo,Credit Sales-Con,96420.8
Coconut Oil 1 Ltr,860.4,2/18/2022,2,18,2022,122,Greater Colombo,Credit Sales-Con,104968.8
Coconut Oil 1 Ltr,859.9,2/19/2022,2,19,2022,124,Greater Colombo,Credit Sales-Con,106627.6
Coconut Oil 1 Ltr,859.4,2/20/2022,2,20,2022,85,Greater Colombo,Credit Sales-Con,73049
Coconut Oil 1 Ltr,858.9,2/21/2022,2,21,2022,92,Greater Colombo,Credit Sales-Con,79018.8
Coconut Oil 1 Ltr,858.4,2/22/2022,2,22,2022,62,Greater Colombo,Credit Sales-Con,53220.8
Coconut Oil 1 Ltr,857.9,2/23/2022,2,23,2022,80,Greater Colombo,Credit Sales-Con,68632
Coconut Oil 1 Ltr,857.4,2/24/2022,2,24,2022,115,Greater Colombo,Credit Sales-Con,98601
Coconut Oil 1 Ltr,856.9,2/25/2022,2,25,2022,128,Greater Colombo,Credit Sales-Con,109683.2
Coconut Oil 1 Ltr,856.4,2/26/2022,2,26,2022,71,Greater Colombo,Credit Sales-Con,60804.4
Coconut Oil 1 Ltr,855.9,2/27/2022,2,27,2022,84,Greater Colombo,Credit Sales-Con,71895.6
Coconut Oil 1 Ltr,855.4,2/28/2022,2,28,2022,95,Greater Colombo,Credit Sales-Con,81263
Coconut Oil 1 Ltr,854.9,3/1/2022,3,1,2022,103,Greater Colombo,Credit Sales-Con,88054.7
Coconut Oil 1 Ltr,854.4,3/2/2022,3,2,2022,81,Greater Colombo,Credit Sales-Con,69206.4
Coconut Oil 1 Ltr,853.9,3/3/2022,3,3,2022,106,Greater Colombo,Credit Sales-Con,90513.4
Coconut Oil 1 Ltr,853.4,3/4/2022,3,4,2022,88,Greater Colombo,Credit Sales-Con,75099.2
Coconut Oil 1 Ltr,852.9,3/5/2022,3,5,2022,97,Greater Colombo,Credit Sales-Con,82731.3
Coconut Oil 1 Ltr,852.4,3/6/2022,3,6,2022,108,Greater Colombo,Credit Sales-Con,92059.2
Coconut Oil 1 Ltr,851.9,3/7/2022,3,7,2022,97,Greater Colombo,Credit Sales-Con,82634.3
Coconut Oil 1 Ltr,851.4,3/8/2022,3,8,2022,88,Greater Colombo,Credit Sales-Con,74923.2
Coconut Oil 1 Ltr,850.9,3/9/2022,3,9,2022,95,Greater Colombo,Credit Sales-Con,80835.5
Coconut Oil 1 Ltr,850.4,3/10/2022,3,10,2022,95,Greater Colombo,Credit Sales-Con,80788
Coconut Oil 1 Ltr,849.9,3/11/2022,3,11,2022,90,Greater Colombo,Credit Sales-Con,76491
Coconut Oil 1 Ltr,849.4,3/12/2022,3,12,2022,92,Greater Colombo,Credit Sales-Con,78144.8
Coconut Oil 1 Ltr,848.9,3/13/2022,3,13,2022,129,Greater Colombo,Credit Sales-Con,109508.1
Coconut Oil 1 Ltr,848.4,3/14/2022,3,14,2022,108,Greater Colombo,Credit Sales-Con,91627.2
Coconut Oil 1 Ltr,847.9,3/15/2022,3,15,2022,91,Greater Colombo,Credit Sales-Con,77158.9
Coconut Oil 1 Ltr,847.4,3/16/2022,3,16,2022,111,Greater Colombo,Credit Sales-Con,94061.4
Coconut Oil 1 Ltr,846.9,3/17/2022,3,17,2022,91,Greater Colombo,Credit Sales-Con,77067.9
Coconut Oil 1 Ltr,846.4,3/18/2022,3,18,2022,121,Greater Colombo,Credit Sales-Con,102414.4
Coconut Oil 1 Ltr,845.9,3/19/2022,3,19,2022,105,Greater Colombo,Credit Sales-Con,88819.5
Coconut Oil 1 Ltr,845.4,3/20/2022,3,20,2022,95,Greater Colombo,Credit Sales-Con,80313
Coconut Oil 1 Ltr,844.9,3/21/2022,3,21,2022,106,Greater Colombo,Credit Sales-Con,89559.4
Coconut Oil 1 Ltr,844.4,3/22/2022,3,22,2022,66,Greater Colombo,Credit Sales-Con,55730.4
Coconut Oil 1 Ltr,843.9,3/23/2022,3,23,2022,75,Greater Colombo,Credit Sales-Con,63292.5
Coconut Oil 1 Ltr,843.4,3/24/2022,3,24,2022,73,Greater Colombo,Credit Sales-Con,61568.2
Coconut Oil 1 Ltr,842.9,3/25/2022,3,25,2022,100,Greater Colombo,Credit Sales-Con,84290
Coconut Oil 1 Ltr,842.4,3/26/2022,3,26,2022,132,Greater Colombo,Credit Sales-Con,111196.8
Coconut Oil 1 Ltr,841.9,3/27/2022,3,27,2022,142,Greater Colombo,Credit Sales-Con,119549.8
Coconut Oil 1 Ltr,841.4,3/28/2022,3,28,2022,110,Greater Colombo,Credit Sales-Con,92554
Coconut Oil 1 Ltr,840.9,3/29/2022,3,29,2022,107,Greater Colombo,Credit Sales-Con,89976.3
Coconut Oil 1 Ltr,840.4,3/30/2022,3,30,2022,61,Greater Colombo,Credit Sales-Con,51264.4
Coconut Oil 1 Ltr,839.9,3/31/2022,3,31,2022,86,Greater Colombo,Credit Sales-Con,72231.4
Coconut Oil 1 Ltr,839.4,4/1/2022,4,1,2022,115,Greater Colombo,Credit Sales-Con,96531
Coconut Oil 1 Ltr,838.9,4/2/2022,4,2,2022,120,Greater Colombo,Credit Sales-Con,100668
Coconut Oil 1 Ltr,838.4,4/3/2022,4,3,2022,133,Greater Colombo,Credit Sales-Con,111507.2
Coconut Oil 1 Ltr,837.9,4/4/2022,4,4,2022,124,Greater Colombo,Credit Sales-Con,103899.6
Coconut Oil 1 Ltr,837.4,4/5/2022,4,5,2022,79,Greater Colombo,Credit Sales-Con,66154.6
Coconut Oil 1 Ltr,836.9,4/6/2022,4,6,2022,161,Greater Colombo,Credit Sales-Con,134740.9
Coconut Oil 1 Ltr,836.4,4/7/2022,4,7,2022,106,Greater Colombo,Credit Sales-Con,88658.4
Coconut Oil 1 Ltr,835.9,4/8/2022,4,8,2022,146,Greater Colombo,Credit Sales-Con,122041.4
Coconut Oil 1 Ltr,835.4,4/9/2022,4,9,2022,200,Greater Colombo,Credit Sales-Con,167080
Coconut Oil 1 Ltr,834.9,4/10/2022,4,10,2022,111,Greater Colombo,Credit Sales-Con,92673.9
Coconut Oil 1 Ltr,834.4,4/11/2022,4,11,2022,62,Greater Colombo,Credit Sales-Con,51732.8
Coconut Oil 1 Ltr,833.9,4/12/2022,4,12,2022,130,Greater Colombo,Credit Sales-Con,108407
Coconut Oil 1 Ltr,833.4,4/13/2022,4,13,2022,171,Greater Colombo,Credit Sales-Con,142511.4
Coconut Oil 1 Ltr,832.9,4/14/2022,4,14,2022,197,Greater Colombo,Credit Sales-Con,164081.3
Coconut Oil 1 Ltr,832.4,4/15/2022,4,15,2022,101,Greater Colombo,Credit Sales-Con,84072.4
Coconut Oil 1 Ltr,831.9,4/16/2022,4,16,2022,153,Greater Colombo,Credit Sales-Con,127280.7
Coconut Oil 1 Ltr,831.4,4/17/2022,4,17,2022,124,Greater Colombo,Credit Sales-Con,103093.6
Coconut Oil 1 Ltr,830.9,4/18/2022,4,18,2022,135,Greater Colombo,Credit Sales-Con,112171.5
Coconut Oil 1 Ltr,830.4,4/19/2022,4,19,2022,200,Greater Colombo,Credit Sales-Con,166080
Coconut Oil 1 Ltr,829.9,4/20/2022,4,20,2022,93,Greater Colombo,Credit Sales-Con,77180.7
Coconut Oil 1 Ltr,829.4,4/21/2022,4,21,2022,146,Greater Colombo,Credit Sales-Con,121092.4
Coconut Oil 1 Ltr,828.9,4/22/2022,4,22,2022,152,Greater Colombo,Credit Sales-Con,125992.8
Coconut Oil 1 Ltr,828.4,4/23/2022,4,23,2022,171,Greater Colombo,Credit Sales-Con,141656.4
Coconut Oil 1 Ltr,827.9,4/24/2022,4,24,2022,141,Greater Colombo,Credit Sales-Con,116733.9
Coconut Oil 1 Ltr,827.4,4/25/2022,4,25,2022,148,Greater Colombo,Credit Sales-Con,122455.2
Coconut Oil 1 Ltr,826.9,4/26/2022,4,26,2022,127,Greater Colombo,Credit Sales-Con,105016.3
Coconut Oil 1 Ltr,826.4,4/27/2022,4,27,2022,146,Greater Colombo,Credit Sales-Con,120654.4
Coconut Oil 1 Ltr,825.9,4/28/2022,4,28,2022,128,Greater Colombo,Credit Sales-Con,105715.2
